,Id,Age,Gender,Marital_status,Num_comp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_._time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime.week.,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
114,115,27-33,Female,Single,3 to 5,8 above,15 K above,25-50%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,3,No
115,116,27-33,Female,Single,9 above,8,10-15 K,75-100%,Flexible Hours,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,No,3,2,1,4,No
116,117,27-33,Female,Married,3 to 5,8,7-10 K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,2,No
117,118,19-26,Male,Married,0 to 2,2,1-3.5 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Average,High Cost,Yes,Unemployed/resigned,3,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,Yes,4,2,4,2,Yes
118,119,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,Yes,No,Contract,Yes,Town,Average,High Cost,No,Working,5,Yes,No,No,No,No,More than 12 days,No,Yes,No,Yes,3,3,3,3,No
119,120,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
120,121,27-33,Male,Single,3 to 5,5,7-10 K,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,0,3,No
121,122,19-26,Male,Single,0 to 2,5,3.5-7 K,<25%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,0,3,2,No
122,123,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
123,124,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
124,125,27-33,Female,Single,3 to 5,5,3.5-7 K,50-75%,Flexible Hours,Yes,Yes,Permanent,Yes,Town,Average,Low Cost,No,Working,2,No,No,No,No,Yes,More than 12 days,Yes,No,No,No,2,4,3,4,No
125,126,27-33,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less than 12 days,No,No,No,Yes,2,0,2,4,No
126,127,27-33,Female,Single,0 to 2,8,3.5-7 K,100% above,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Average,High Cost,Yes,Working,4,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,No,3,3,4,2,Yes
127,128,19-26,Male,Single,0 to 2,2,1-3.5 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Near,Average,Yes,Working,3,No,No,No,No,Yes,Less than 12 days,No,No,No,Yes,1,2,3,2,Yes
128,129,34-40,Male,Single,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,1,0,3,Yes
129,130,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,High Cost,Yes,Unemployed/resigned,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
130,131,27-33,Female,Married,0 to 2,8,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,4,4,2,Yes
131,132,27-33,Female,Married,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Unemployed/resigned,1,No,No,Yes,No,No,Less than 12 days,No,No,No,Yes,3,1,3,3,No
132,133,27-33,Male,Married,0 to 2,5,7-10 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Far,High Cost,No,Working,1,No,No,Yes,Yes,Yes,More than 12 days,Yes,No,No,Yes,4,2,3,3,No
133,134,27-33,Female,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,Yes,3,2,4,4,No
134,135,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
135,136,27-33,Male,Single,0 to 2,5,10-15 K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,4,3,3,4,No
136,137,27-33,Male,Single,0 to 2,8,7-10 K,50-75%,Mon-Fri,No,No,Permanent,Yes,Town,Average,Average,Yes,Working,1,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,4,4,3,4,No
137,138,27-33,Male,Single,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,High Cost,No,Unemployed/resigned,3,Yes,No,No,Yes,No,More than 12 days,No,No,No,Yes,4,4,0,2,No
138,139,27-33,Female,Single,6 to 8,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,Yes,No,No,No,More than 12 days,No,No,No,No,2,3,0,4,No
139,140,27-33,Female,Single,3 to 5,8 above,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,High Cost,Yes,Working,1,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,3,2,No
140,141,27-33,Male,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,No,No,3,1,4,3,No
141,142,27-33,Female,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,High Cost,No,Working,1,No,No,No,No,No,More than 12 days,No,No,No,Yes,1,1,3,3,No
142,143,27-33,Male,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,Yes,Business Center,Far,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,3,2,3,4,Yes
143,144,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,Yes,Yes,3,2,3,3,Yes
144,145,27-33,Female,Single,3 to 5,5,7-10 K,50-75%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Average,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,Yes,Yes,3,2,0,3,Yes
145,146,27-33,Female,Married,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Average,No,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,3,2,3,Yes
146,147,27-33,Female,Married,3 to 5,5,7-10 K,50-75%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Average,Low Cost,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,Yes,Yes,3,1,0,3,Yes
147,148,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,3,2,3,4,Yes
148,149,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More than 12 days,No,No,No,Yes,3,2,3,2,Yes
149,150,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
150,151,34-40,Female,Married,3 to 5,8 above,7-10 K,<25%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,Yes,No,No,Yes,3,3,2,3,No
151,152,27-33,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less than 12 days,No,No,No,Yes,2,0,2,4,No
152,153,34-40,Female,Single,6 to 8,8 above,7-10 K,50-75%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Average,High Cost,No,Working,5,Yes,No,No,No,Yes,More than 12 days,Yes,Yes,Yes,Yes,4,4,3,4,Yes
153,154,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,24/7 Operation,No,No,Permanent,No,Business Center,Near,High Cost,No,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,Yes,4,4,3,4,No
154,155,27-33,Female,Married,3 to 5,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,2,4,3,4,Yes
155,156,19-26,Female,Married,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,2,3,3,No
156,157,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,4,0,3,1,No
157,158,27-33,Female,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,No,Working,5,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,4,1,0,4,No
158,159,27-33,Female,Single,9 above,8,10-15 K,75-100%,Flexible Hours,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,No,3,2,1,4,No
159,160,19-26,Male,Married,0 to 2,2,1-3.5 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Average,High Cost,Yes,Unemployed/resigned,3,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,Yes,4,2,4,2,Yes
160,161,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,24/7 Operation,No,No,Permanent,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More than 12 days,No,No,No,No,4,3,3,1,No
161,162,27-33,Male,Single,3 to 5,5,7-10 K,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,0,3,No
162,163,27-33,Male,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,High Cost,Yes,Unemployed/resigned,2,Yes,Yes,No,No,No,More than 12 days,No,No,No,Yes,2,2,3,3,Yes
163,164,27-33,Female,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,Yes,3,2,4,4,No
164,165,19-26,Female,Married,0 to 2,5,3.5-7 K,50-75%,24/7 Operation,Yes,Yes,Permanent,No,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,No,More than 12 days,No,Yes,No,No,4,2,2,2,No
165,166,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
166,167,40 above,Male,Single,0 to 2,8,7-10 K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,No,4,1,0,2,Yes
167,168,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
168,169,27-33,Female,Married,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Unemployed/resigned,1,No,No,Yes,No,No,Less than 12 days,No,No,No,Yes,3,1,3,3,No
169,170,34-40,Female,Married,3 to 5,8,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Near,Average,Yes,Working,2,No,No,No,No,No,Less than 12 days,No,No,No,Yes,2,2,3,4,No
170,171,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,2,3,2,No
171,172,34-40,Male,Married,3 to 5,8 above,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less than 12 days,No,No,No,No,2,3,2,4,No
172,173,19-26,Male,Single,0 to 2,5,7-10 K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Center,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
173,174,34-40,Male,Single,3 to 5,5,15 K above,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Near,High Cost,No,Working,2,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,2,0,4,No
174,175,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
175,176,27-33,Male,Married,0 to 2,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,3,1,3,3,No
176,177,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
177,178,27-33,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,4,2,3,1,Yes
178,179,19-26,Male,Single,3 to 5,5,1-3.5 K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More than 12 days,No,No,No,Yes,3,4,3,2,Yes
179,180,27-33,Female,Single,3 to 5,5,3.5-7 K,50-75%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,Yes,Yes,No,No,More than 12 days,No,No,Yes,Yes,3,2,3,4,Yes
180,181,19-26,Male,Married,0 to 2,2,1-3.5 K,<25%,Flexible Hours,No,No,Permanent,No,Town,Average,Average,Yes,Unemployed/resigned,3,Yes,No,Yes,No,No,More than 12 days,No,No,No,Yes,3,2,2,3,Yes
181,182,19-26,Male,Single,3 to 5,2,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Outskirt  Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,Yes,3,3,2,3,Yes
182,183,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,2,4,Yes
183,184,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
184,185,19-26,Female,Single,3 to 5,2,1-3.5 K,<25%,Flexible Hours,Yes,No,Permanent,No,Town,Average,Average,Yes,Working,2,No,No,Yes,Yes,No,More than 12 days,No,No,Yes,No,3,2,2,3,No
185,186,34-40,Male,Single,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,1,0,3,Yes
186,187,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
187,188,27-33,Female,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,Yes,No,Contract,No,Town,Average,Low Cost,No,Unemployed/resigned,3,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,4,4,1,No
188,189,27-33,Male,Married,0 to 2,5,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt  Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,No,No,3,1,4,3,No
189,190,34-40,Female,Married,3 to 5,8 above,7-10 K,<25%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,Yes,No,No,Yes,3,3,2,3,No
190,191,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
191,192,19-26,Female,Married,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,3,1,Yes
192,193,19-26,Male,Single,3 to 5,5,1-3.5 K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More than 12 days,No,No,No,Yes,3,4,3,2,Yes
193,194,27-33,Male,Single,0 to 2,8,7-10 K,50-75%,Mon-Fri,No,No,Permanent,Yes,Town,Average,Average,Yes,Working,1,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,4,4,3,4,No
194,195,27-33,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,4,2,3,1,Yes
195,196,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
196,197,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
197,198,27-33,Female,Married,3 to 5,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,2,4,3,4,Yes
198,199,19-26,Female,Married,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,2,3,3,No
199,200,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
200,201,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
201,202,34-40,Female,Married,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,5,No,No,No,No,No,More than 12 days,No,Yes,No,Yes,0,2,0,3,No
202,203,19-26,Male,Single,0 to 2,8,3.5-7 K,100% above,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,High Cost,No,Working,4,No,No,No,No,No,Less than 12 days,No,No,No,Yes,1,2,4,3,Yes
203,204,27-33,Female,Married,0 to 2,5,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Near,Average,Yes,Working,2,No,No,No,No,No,Less than 12 days,No,No,No,No,0,1,1,4,No
204,205,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,2,4,Yes
205,206,19-26,Male,Married,0 to 2,2,1-3.5 K,<25%,Flexible Hours,No,No,Permanent,No,Town,Average,Average,Yes,Unemployed/resigned,3,Yes,No,Yes,No,No,More than 12 days,No,No,No,Yes,3,2,2,3,Yes
206,207,19-26,Male,Single,3 to 5,2,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Outskirt  Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,Yes,3,3,2,3,Yes
207,208,27-33,Female,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Center,Near,High Cost,No,Working,5,No,No,No,No,Yes,More than 12 days,No,No,No,No,2,1,3,4,No
208,209,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
209,210,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
210,211,19-26,Female,Single,3 to 5,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,3,2,4,Yes
211,212,19-26,Female,Single,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Permanent,Yes,Business Center,Far,High Cost,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,4,3,1,No
212,213,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,4,2,2,No
213,214,19-26,Female,Single,3 to 5,5,3.5-7 K,25-50%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More than 12 days,No,No,No,Yes,1,2,3,2,Yes
214,215,27-33,Female,Married,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Average,No,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,3,2,3,Yes
215,216,19-26,Female,Married,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,5,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,Yes,4,3,3,3,No
216,217,27-33,Female,Married,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Average,No,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,2,3,2,3,Yes
217,218,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
218,219,19-26,Male,Single,0 to 2,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
219,220,27-33,Female,Single,6 to 8,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,Yes,No,No,No,More than 12 days,No,No,No,No,2,3,0,4,No
220,221,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,4,0,3,1,No
221,222,34-40,Female,Married,6 to 8,8,10-15 K,50-75%,24/7 Operation,No,Yes,Permanent,Yes,Outskirt  Town,Far,High Cost,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,1,2,3,4,No
222,223,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,3,2,3,4,Yes
223,224,27-33,Male,Married,0 to 2,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,No,Yes,No,No,More than 12 days,No,No,No,No,3,1,3,3,No
224,225,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,High Cost,Yes,Unemployed/resigned,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
225,226,19-26,Male,Single,0 to 2,5,3.5-7 K,100% above,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Average,No,Working,4,Yes,Yes,Yes,No,No,More than 12 days,No,No,No,No,3,4,4,3,Yes
226,227,27-33,Female,Married,3 to 5,8,7-10 K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,2,No
227,228,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
228,229,27-33,Female,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Average,Average,No,Working,3,Yes,No,No,Yes,No,More than 12 days,Yes,No,Yes,Yes,4,4,0,2,Yes
229,230,40 above,Male,Single,0 to 2,8,7-10 K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,No,4,1,0,2,Yes
